abandonment,abandon,abandonment,ment,Different
buckles,buckl,buckl,es,Same
buffer,buffer,buffer,er,Same
builder,builder,builder,er,Same
bullies,bulli,bulli,es,Same
bullying,bulli,bullying,ying,Different
bumper,bumper,bumper,er,Same
bunches,bunch,bunch,es,Same
bundles,bundl,bundl,es,Same
burgomaster,burgomast,burgomaster,er,Different
burgomeister,burgomeist,burgomeister,er,Different
burial,burial,burial,al,Same
buries,buri,buri,es,Same
burlinghammer,burlinghamm,burlinghammer,er,Different
burying,buri,burying,ying,Different
bushes,bush,bush,es,Same
busier,busier,busier,er,Same
busies,busi,busi,es,Same
business,busi,busi,ness,Same
busying,busi,busying,ying,Different
butcher,butcher,butcher,er,Same
butler,butler,butler,er,Same
butter,butter,butter,er,Same
butterflies,butterfli,butterfli,es,Same
butther,butther,butther,er,Same
buttresses,buttress,buttress,es,Same
buying,buy,bui,ying,Different
bygones,bygon,bygon,es,Same
cabalistic,cabalist,cabalist,ic,Same
cabbages,cabbag,cabbag,es,Same
cables,cabl,cabl,es,Same
cabooses,caboos,caboos,es,Same
cachapual,cachapu,cachapual,al,Different
caciques,caciqu,caciqu,es,Same
cactornis,cactorni,cactornis,is,Different
cactuses,cactus,cactus,es,Same
cadesses,cadess,cadess,es,Same
caffer,caffer,caffer,er,Same
caffres,caffr,caffr,es,Same
cages,cage,cag,es,Different
cakes,cake,cak,es,Different
calais,calai,calais,is,Different
calamities,calam,calamiti,es,Different
calculate,calcul,calcul,ate,Same
calculate,calcul,calcul,ate,Same
calculates,calcul,calculat,es,Different
calculation,calcul,calculat,tion,Different
callousness,callous,callous,ness,Same
calmer,calmer,calmer,er,Same
calmness,calm,calm,ness,Same
calumnies,calumni,calumni,es,Same
calves,calv,calv,es,Same
cambric,cambric,cambr,ic,Different
campestris,campestri,campestris,is,Different
canal,canal,canal,al,Same
canaries,canari,canari,es,Same
cancer,cancer,cancer,er,Same
candidate,candid,candid,ate,Same
candidate,candid,candid,ate,Same
candidates,candid,candidat,es,Different
candles,candl,candl,es,Same
canelones,canelon,canelon,es,Same
canes,cane,can,es,Different
cangrejales,cangrejal,cangrejal,es,Same
canis,cani,canis,is,Different
canister,canist,canister,er,Different
cannibal,cannib,cannibal,al,Different
canoes,cano,cano,es,Same
cantal,cantal,cantal,al,Same
canter,canter,canter,er,Same
capabilities,capabl,capabiliti,es,Different
capacities,capac,capaciti,es,Different
capital,capit,capit,al,Same
capitulate,capitul,capitul,ate,Same
capitulate,capitul,capitul,ate,Same
caprices,capric,capric,es,Same
captivate,captiv,captiv,ate,Same
captivate,captiv,captiv,ate,Same
captivater,captivat,captivater,er,Different
captives,captiv,captiv,es,Same
caracter,caract,caracter,er,Different
carbonate,carbon,carbo,ate,Different
carbonate,carbon,carbo,ate,Different
carcasses,carcass,carcass,es,Same
cardinal,cardin,cardinal,al,Different
career,career,career,er,Same
carefulness,care,careful,ness,Different
carelessness,careless,careless,ness,Same
cares,care,car,es,Different
caresses,caress,caress,es,Same
cargoes,cargo,cargo,es,Same
caricatures,caricatur,caricatur,es,Same
carizal,cariz,cariz,al,Same
carnation,carnat,carnate,tion,Different
carpenter,carpent,carpenter,er,Different
carriages,carriag,carriag,es,Same
carrier,carrier,carrier,er,Same
carries,carri,carri,es,Same
carrying,carri,carrying,ying,Different
cartridges,cartridg,cartridg,es,Same
cascades,cascad,cascad,es,Same
casement,casement,casement,ment,Same
cases,case,cas,es,Different
castigate,castig,castig,ate,Same
castigate,castig,castig,ate,Same
castigation,castig,castigat,tion,Different
castles,castl,castl,es,Same
casual,casual,casual,al,Same
casualties,casualti,casualti,es,Same
cataleptic,catalept,catalept,ic,Same
catastrophes,catastroph,catastroph,es,Same
catches,catch,catch,es,Same
categories,categori,categori,es,Same
cathartes,cathart,cathart,es,Same
cathedral,cathedr,cathedral,al,Different
catholic,cathol,cathol,ic,Same
cauquenes,cauquen,cauquen,es,Same
causes,caus,caus,es,Same
caustic,caustic,caust,ic,Different
caution,caution,caution,tion,Same
caves,cave,cav,es,Different
cavies,cavi,cavi,es,Same
cavities,caviti,caviti,es,Same
ceases,ceas,ceas,es,Same
celebes,celeb,celeb,es,Same
celebrate,celebr,celebr,ate,Same
celebrate,celebr,celebr,ate,Same
celebration,celebr,celebrat,tion,Different
celestial,celesti,celestial,al,Different
cement,cement,cement,ment,Same
censures,censur,censur,es,Same
central,central,central,al,Same
centres,centr,centr,es,Same
centrifugal,centrifug,centrifug,al,Same
centuries,centuri,centuri,es,Same
cereal,cereal,cereal,al,Same
ceremonial,ceremoni,ceremoni,al,Same
ceremonies,ceremoni,ceremoni,es,Same
certainties,certainti,certainti,es,Same
certificate,certif,certific,ate,Different
certificate,certif,certific,ate,Different
certificates,certif,certificat,es,Different
certifying,certifi,certifying,ying,Different
ces,ces,c,es,Different
cesenate,cesen,cese,ate,Different
cesenate,cesen,cese,ate,Different
cessation,cessat,cessate,tion,Different
cetrer,cetrer,cetrer,er,Same
chafes,chafe,chaf,es,Different
challenger,challeng,challenger,er,Different
chamber,chamber,chamber,er,Same
chamois,chamoi,chamois,is,Different
chance,chanc,ch,ance,Different
chance,chanc,ch,ance,Different
chances,chanc,chanc,es,Same
chandelier,chandeli,chandelier,er,Different
chandler,chandler,chandler,er,Same
chaneral,chaner,chaneral,al,Different
changes,chang,chang,es,Same
chaotic,chaotic,chaot,ic,Different
chapter,chapter,chapter,er,Same
character,charact,character,er,Different
characteristic,characterist,characterist,ic,Same
characterize,character,character,ize,Same
characterize,character,character,ize,Same
characterizes,character,characteriz,es,Different
charcoal,charcoal,charcoal,al,Same
charges,charg,charg,es,Same
charities,chariti,chariti,es,Same
charles,charl,charl,es,Same
charmer,charmer,charmer,er,Same
chases,chase,chas,es,Different
chastisement,chastis,chastisement,ment,Different
chatter,chatter,chatter,er,Same
chatterer,chatter,chatterer,er,Different
cheaper,cheaper,cheaper,er,Same
cheer,cheer,cheer,er,Same
cheerfulness,cheer,cheerful,ness,Different
cheeriness,cheeri,cheeri,ness,Same
cheerybles,cheerybl,cheerybl,es,Same
chemical,chemic,chemical,al,Different
chepones,chepon,chepon,es,Same
cheques,chequ,chequ,es,Same
cher,cher,cher,er,Same
cherishes,cherish,cherish,es,Same
cherries,cherri,cherri,es,Same
cherrybles,cherrybl,cherrybl,es,Same
cheshires,cheshir,cheshir,es,Same
cheval,cheval,cheval,al,Same
chichester,chichest,chichester,er,Different
childishness,childish,childish,ness,Same
chimes,chime,chim,es,Different
chinchilloides,chinchilloid,chinchilloid,es,Same
chionis,chioni,chionis,is,Different
chivying,chivi,chivying,ying,Different
chlorides,chlorid,chlorid,es,Same
chocolate,chocol,chocol,ate,Same
chocolate,chocol,chocol,ate,Same
choiceness,choic,choice,ness,Different
chokes,choke,chok,es,Different
chooses,choos,choos,es,Same
choruses,chorus,chorus,es,Same
chowser,chowser,chowser,er,Same
christopher,christoph,christopher,er,Different
chronic,chronic,chron,ic,Different
chronicles,chronicl,chronicl,es,Same
chronometrical,chronometr,chronometric,al,Different
chrysalis,chrysali,chrysalis,is,Different
churches,church,church,es,Same
churlishness,churlish,churlish,ness,Same
cider,cider,cider,er,Same
cigarettes,cigarett,cigarett,es,Same
cincinnatuses,cincinnatus,cincinnatus,es,Same
cinder,cinder,cinder,er,Same
circles,circl,circl,es,Same
circulates,circul,circulat,es,Different
circulation,circul,circulat,tion,Different
circumlocution,circumlocut,circumlocut,tion,Same
circumnavigate,circumnavig,circumnavig,ate,Same
circumnavigate,circumnavig,circumnavig,ate,Same
circumnavigation,circumnavig,circumnavigat,tion,Different
circumstance,circumst,circumst,ance,Same
circumstance,circumst,circumst,ance,Same
circumstances,circumst,circumstanc,es,Different
circumstantial,circumstanti,circumstanti,al,Same
citation,citat,citat,tion,Same
cities,citi,citi,es,Same
civilities,civil,civiliti,es,Different
civilization,civil,civilizat,tion,Different
clashes,clash,clash,es,Same
classes,class,class,es,Same
classic,classic,class,ic,Different
classical,classic,classical,al,Different
clatter,clatter,clatter,er,Same
clauses,claus,claus,es,Same
clavipes,clavip,clavip,es,Same
claying,clay,claying,ying,Different
clayver,clayver,clayver,er,Same
cleaner,cleaner,cleaner,er,Same
cleanliness,cleanli,cleanli,ness,Same
cleanses,cleans,cleans,es,Same
clearance,clearanc,clear,ance,Different
clearance,clearanc,clear,ance,Different
clearer,clearer,clearer,er,Same
clearness,clear,clear,ness,Same
clematis,clemati,clematis,is,Different
clenches,clench,clench,es,Same
clerical,cleric,clerical,al,Different
clever,clever,clever,er,Same
cleverer,clever,cleverer,er,Different
cleverness,clever,clever,ness,Same
climate,climat,climat,ate,Same
climate,climat,climat,ate,Same
climates,climat,climat,es,Same
climes,clime,clim,es,Different
cloister,cloister,cloister,er,Same
closeness,close,close,ness,Same
closer,closer,closer,er,Same
closes,close,clos,es,Different
clother,clother,clother,er,Same
clothes,cloth,cloth,es,Same
clover,clover,clover,er,Same
cloves,clove,clov,es,Different
clumsiness,clumsi,clumsi,ness,Same
cluster,cluster,cluster,er,Same
clutches,clutch,clutch,es,Same
coaches,coach,coach,es,Same
coachmaker,coachmak,coachmaker,er,Different
coal,coal,coal,al,Same
coalition,coalit,coalite,tion,Different
coarseness,coars,coarse,ness,Different
coarser,coarser,coarser,er,Same
coavinses,coavins,coavins,es,Same
cobbler,cobbler,cobbler,er,Same
cockades,cockad,cockad,es,Same
cockroaches,cockroach,cockroach,es,Same
codes,code,cod,es,Different
codger,codger,codger,er,Same
coeval,coeval,coeval,al,Same
cogitation,cogit,cogitat,tion,Different
cognate,cognat,cog,ate,Different
cognate,cognat,cog,ate,Different
coincidences,coincid,coincidenc,es,Different
coincides,coincid,coincid,es,Same
coiner,coiner,coiner,er,Same
colder,colder,colder,er,Same
coldness,cold,cold,ness,Same
coldnesses,cold,coldness,es,Different
collapses,collaps,collaps,es,Same
collateral,collater,collater,al,Same
collation,collat,collate,tion,Different
colleagues,colleagu,colleagu,es,Same
collection,collect,collecte,tion,Different
collier,collier,collier,er,Same
collieries,collieri,collieri,es,Same
colloquial,colloqui,colloquial,al,Different
colonies,coloni,coloni,es,Same
colonize,colon,colonize,ize,Different
colonize,colon,colonize,ize,Different
colonnades,colonnad,colonnad,es,Same
colossal,coloss,colossal,al,Different
colymbetes,colymbet,colymbet,es,Same
combative,combat,combat,ative,Same
combative,combat,combat,ative,Same
combativeness,combat,combative,ness,Different
combination,combin,combinat,tion,Different
combines,combin,combin,es,Same
combustion,combust,combuste,tion,Different
comedies,comedi,comedi,es,Same
comeliness,comeli,comeli,ness,Same
comer,comer,comer,er,Same
comes,come,com,es,Different
comestibles,comest,comestibl,es,Different
comfortabler,comfortabl,comfortabler,er,Different
comforter,comfort,comforter,er,Different
comic,comic,com,ic,Different
comical,comic,comic,al,Same
commander,command,commander,er,Different
commemorate,commemor,commemor,ate,Same
commemorate,commemor,commemor,ate,Same
commemoration,commemor,commemorat,tion,Different
commemorative,commemor,commemor,ative,Same
commemorative,commemor,commemor,ative,Same
commencement,commenc,commencement,ment,Different
commences,commenc,commenc,es,Same
commendation,commend,commendat,tion,Different
comment,comment,comment,ment,Same
commercial,commerci,commercial,al,Different
commiseration,commiser,commiserat,tion,Different
commissioner,commission,commissioner,er,Different
committees,committe,committe,es,Same
commodities,commod,commoditi,es,Different
commoner,common,commoner,er,Different
commonplaces,commonplac,commonplac,es,Same
commotion,commot,commote,tion,Different
communicate,communic,communic,ate,Same
communicate,communic,communic,ate,Same
communicates,communic,communicat,es,Different
communication,communic,communicat,tion,Different
communicative,communic,communic,ative,Same
communicative,communic,communic,ative,Same
communities,communiti,communiti,es,Same
compactness,compact,compact,ness,Same
companies,compani,compani,es,Same
comparative,compar,comparate,ative,Different
comparative,compar,comparate,ative,Different
compares,compar,compar,es,Same
compassionate,compassion,compassio,ate,Different
compassionate,compassion,compassio,ate,Different
compatible,compat,compatible,ible,Different
compatible,compat,compatible,ible,Different
compensate,compens,compens,ate,Same
compensate,compens,compens,ate,Same
compensation,compens,compensat,tion,Different
complement,complement,complement,ment,Same
completeness,complet,complete,ness,Different
completes,complet,complet,es,Same
completion,complet,complete,tion,Different
compliance,complianc,compli,ance,Different
compliance,complianc,compli,ance,Different
complication,complic,complicat,tion,Different
complies,compli,compli,es,Same
compliment,compliment,compli,ment,Different
complying,compli,complying,ying,Different
composer,compos,composer,er,Different
composes,compos,compos,es,Same
composition,composit,composit,tion,Same
comprehensible,comprehens,comprehens,ible,Same
comprehensible,comprehens,comprehens,ible,Same
compressible,compress,compressible,ible,Different
compressible,compress,compressible,ible,Different
comprises,compris,compris,es,Same
compromises,compromis,compromis,es,Same
compter,compter,compter,er,Same
comptes,compt,compt,es,Same
compunction,compunct,compuncte,tion,Different
computation,comput,computat,tion,Different
comrades,comrad,comrad,es,Same
concatenation,concaten,concatenat,tion,Different
conceal,conceal,conceal,al,Same
concealment,conceal,concealment,ment,Different
concedes,conced,conced,es,Same
conceives,conceiv,conceiv,es,Same
concentrate,concentr,concentr,ate,Same
concentrate,concentr,concentr,ate,Same
concentration,concentr,concentrat,tion,Different
conception,concept,concepte,tion,Different
conchological,concholog,conchologic,al,Different
conciliate,concili,concili,ate,Same
conciliate,concili,concili,ate,Same
conciliation,concili,conciliat,tion,Different
conclaves,conclav,conclav,es,Same
concludes,conclud,conclud,es,Same
condemnation,condemn,condemnat,tion,Different
condition,condit,condite,tion,Different
conditional,condit,condition,al,Different
condolences,condol,condolenc,es,Different
cones,cone,con,es,Different
confabulation,confabul,confabulat,tion,Different
confectioner,confection,confectioner,er,Different
confederate,confeder,confeder,ate,Same
confederate,confeder,confeder,ate,Same
confederates,confeder,confederat,es,Different
confer,confer,confer,er,Same
conferences,confer,conferenc,es,Different
confidantes,confidant,confidant,es,Same
confidences,confid,confidenc,es,Different
confidential,confidenti,confidenti,al,Same
confides,confid,confid,es,Same
configuration,configur,configurat,tion,Different
confinement,confin,confinement,ment,Different
confines,confin,confin,es,Same
confirmation,confirm,confirmat,tion,Different
confiscate,confisc,confisc,ate,Same
confiscate,confisc,confisc,ate,Same
confiscation,confisc,confiscat,tion,Different
confuses,confus,confus,es,Same
congelation,congel,congelat,tion,Different
congenial,congeni,congenial,al,Different
conglomerate,conglomer,conglomer,ate,Same
conglomerate,conglomer,conglomer,ate,Same
conglomeration,conglomer,conglomerat,tion,Different
congratulate,congratul,congratul,ate,Same
congratulate,congratul,congratul,ate,Same
congratulation,congratul,congratulat,tion,Different
congregate,congreg,congreg,ate,Same
congregate,congreg,congreg,ate,Same
congregation,congreg,congregat,tion,Different
conical,conic,conic,al,Same
conjectures,conjectur,conjectur,es,Same
conjugal,conjug,conjugal,al,Different
conjunction,conjunct,conjuncte,tion,Different
conjuration,conjur,conjurat,tion,Different
conjures,conjur,conjur,es,Same
connection,connect,connecte,tion,Different
connivance,conniv,conniv,ance,Same
connivance,conniv,conniv,ance,Same
connubialities,connubi,connubialiti,es,Different
conquer,conquer,conquer,er,Same
consciences,conscienc,conscienc,es,Same
conscientiousness,conscienti,conscientious,ness,Different
consciousness,conscious,conscious,ness,Same
consequences,consequ,consequenc,es,Different
consequential,consequenti,consequenti,al,Same
conservative,conserv,conservate,ative,Different
conservative,conserv,conservate,ative,Different
conservatives,conserv,conservativ,es,Different
conservatories,conservatori,conservatori,es,Same
consider,consid,consider,er,Different
considerate,consider,consider,ate,Same
considerate,consider,consider,ate,Same
consideration,consider,considerat,tion,Different
consignment,consign,consignment,ment,Different
consolation,consol,consolat,tion,Different
consoles,consol,consol,es,Same
consolidate,consolid,consolid,ate,Same
consolidate,consolid,consolid,ate,Same
constables,constabl,constabl,es,Same
constance,constanc,const,ance,Different
constance,constanc,const,ance,Different
consternation,constern,consternat,tion,Different
constitootion,constitoot,constitoot,tion,Same
constituencies,constitu,constituenci,es,Different
constitutes,constitut,constitut,es,Same
constitution,constitut,constitut,tion,Same
constitutional,constitut,constitution,al,Different
construction,construct,constructe,tion,Different
consultation,consult,consultat,tion,Different
consummate,consumm,consumm,ate,Same
consummate,consumm,consumm,ate,Same
consummation,consumm,consummat,tion,Different
consumption,consumpt,consumpte,tion,Different
contamination,contamin,contaminat,tion,Different
contemplate,contempl,contempl,ate,Same
contemplate,contempl,contempl,ate,Same
contemplates,contempl,contemplat,es,Different
contemplation,contempl,contemplat,tion,Different
contemplative,contempl,contemplate,ative,Different
contemplative,contempl,contemplate,ative,Different
contemporaneousness,contemporan,contemporaneous,ness,Different
contemporaries,contemporari,contemporari,es,Same
contemptible,contempt,contemptible,ible,Different
contemptible,contempt,contemptible,ible,Different
contention,content,contente,tion,Different
contentment,content,contentment,ment,Different
continental,continent,continent,al,Same
contingencies,conting,contingenci,es,Different
continual,continu,continual,al,Different
continuance,continu,continu,ance,Same
continuance,continu,continu,ance,Same
continuation,continu,continuat,tion,Different
continues,continu,continu,es,Same
contraction,contract,contracte,tion,Different
contradiction,contradict,contradict,tion,Same
contradistinction,contradistinct,contradistinct,tion,Same
contrarieties,contrarieti,contrarieti,es,Same
contrees,contre,contre,es,Same
contributes,contribut,contribut,es,Same
contribution,contribut,contribut,tion,Same
contrition,contrit,contrite,tion,Different
contrivance,contriv,contriv,ance,Same
contrivance,contriv,contriv,ance,Same
contrivances,contriv,contrivanc,es,Different
convention,convent,convente,tion,Different
conventional,convent,convention,al,Different
conventionalities,convent,conventionaliti,es,Different
conventual,conventu,conventual,al,Different
conversation,convers,conversat,tion,Different
conversational,convers,conversation,al,Different
converses,convers,convers,es,Same
convertible,convert,convertible,ible,Different
convertible,convert,convertible,ible,Different
convertion,convert,converte,tion,Different
conveyance,convey,convey,ance,Same
conveyance,convey,convey,ance,Same
conveyancer,conveyanc,conveyancer,er,Different
conveyances,convey,conveyanc,es,Different
conveying,convey,conveying,ying,Different
conviction,convict,convicte,tion,Different
convinces,convinc,convinc,es,Same
convivial,convivi,convivial,al,Different
coodleites,coodleit,coodleit,es,Same
cookites,cookit,cookit,es,Same
cooler,cooler,cooler,er,Same
coolness,cool,cool,ness,Same
copies,copi,copi,es,Same
copper,copper,copper,er,Same
copying,copi,copying,ying,Different
coral,coral,coral,al,Same
corallines,corallin,corallin,es,Same
cordial,cordial,cordial,al,Same
corner,corner,corner,er,Same
coronal,coron,coron,al,Same
coroner,coron,coroner,er,Different
corporal,corpor,corporal,al,Different
corporation,corpor,corporat,tion,Different
corporeal,corpor,corporeal,al,Different
corpses,corps,corps,es,Same
corral,corral,corral,al,Same
corrales,corral,corral,es,Same
correction,correct,correcte,tion,Different
correctness,correct,correct,ness,Same
corrientes,corrient,corrient,es,Same
corroborate,corrobor,corrobor,ate,Same
corroborate,corrobor,corrobor,ate,Same
corroboration,corrobor,corroborat,tion,Different
corroborative,corrobor,corrobor,ative,Same
corroborative,corrobor,corrobor,ative,Same
corruption,corrupt,corrupte,tion,Different
corynetes,corynet,corynet,es,Same
costal,costal,costal,al,Same
costlier,costlier,costlier,er,Same
costumes,costum,costum,es,Same
cottager,cottag,cottager,er,Different
cottages,cottag,cottag,es,Same
couches,couch,couch,es,Same
countenance,counten,counten,ance,Same
countenance,counten,counten,ance,Same
countenances,counten,countenanc,es,Different
counter,counter,counter,er,Same
counterbalance,counterbal,counterbal,ance,Same
counterbalance,counterbal,counterbal,ance,Same
countesses,countess,countess,es,Same
counties,counti,counti,es,Same
countries,countri,countri,es,Same
couples,coupl,coupl,es,Same
courier,courier,courier,er,Same
courses,cours,cours,es,Same
courtesies,courtesi,courtesi,es,Same
courtier,courtier,courtier,er,Same
cover,cover,cover,er,Same
coves,cove,cov,es,Different
covetousness,covet,covetous,ness,Different
cowcumber,cowcumb,cowcumber,er,Different
cower,cower,cower,er,Same
coxcombical,coxcomb,coxcombic,al,Different
coyness,coy,coyness,ness,Different
crabberies,crabberi,crabberi,es,Same
cradles,cradl,cradl,es,Same
craftier,craftier,craftier,er,Same
cranes,crane,cran,es,Different
crannies,cranni,cranni,es,Same
crater,crater,crater,er,Same
creases,creas,creas,es,Same
create,creat,create,ate,Different
create,creat,create,ate,Different
creation,creation,creation,tion,Same
creative,creativ,creative,ative,Different
creative,creativ,creative,ative,Different
creatures,creatur,creatur,es,Same
credible,credibl,cred,ible,Different
credible,credibl,cred,ible,Different
creeper,creeper,creeper,er,Same
crevices,crevic,crevic,es,Same
crier,crier,crier,er,Same
cries,cri,cri,es,Same
crimes,crime,crim,es,Different
criminal,crimin,criminal,al,Different
criminate,crimin,crimi,ate,Different
criminate,crimin,crimi,ate,Different
crippler,crippler,crippler,er,Same
crisis,crisi,crisis,is,Different
cristal,cristal,cristal,al,Same
critic,critic,crit,ic,Different
critical,critic,critical,al,Different
criticize,critic,critic,ize,Same
criticize,critic,critic,ize,Same
crocodiles,crocodil,crocodil,es,Same
crois,croi,crois,is,Different
crosses,cross,cross,es,Same
crouches,crouch,crouch,es,Same
crucifying,crucifi,crucifying,ying,Different
cruelties,cruelti,cruelti,es,Same
cruises,cruis,cruis,es,Same
crumber,crumber,crumber,er,Same
crumlinwallinwer,crumlinwallinw,crumlinwallinwer,er,Different
crummles,crumml,crumml,es,Same
crummleses,crummles,crummles,es,Same
crupper,crupper,crupper,er,Same
crusader,crusad,crusader,er,Different
crusades,crusad,crusad,es,Same
crushes,crush,crush,es,Same
crutches,crutch,crutch,es,Same
crying,cri,crying,ying,Different
cryptogamic,cryptogam,cryptogam,ic,Same
crystal,crystal,crystal,al,Same
crystallization,crystal,crystallizat,tion,Different
crystial,crystial,crystial,al,Same
cubes,cube,cub,es,Different
cubic,cubic,cub,ic,Different
cucumber,cucumb,cucumber,er,Different
cues,cue,cu,es,Different
cultivate,cultiv,cultiv,ate,Same
cultivate,cultiv,cultiv,ate,Same
cultivation,cultiv,cultivat,tion,Different
culver,culver,culver,er,Same
cumber,cumber,cumber,er,Same
cumfbler,cumfbler,cumfbler,er,Same
curate,curat,curat,ate,Same
curate,curat,curat,ate,Same
cures,cure,cur,es,Different
curiosities,curios,curiositi,es,Different
curries,curri,curri,es,Same
curses,curs,curs,es,Same
curtness,curt,curt,ness,Same
curtseying,curtsey,curtseying,ying,Different
curtsying,curtsi,curtsying,ying,Different
curves,curv,curv,es,Same
customer,custom,customer,er,Different
cutler,cutler,cutler,er,Same
cutter,cutter,cutter,er,Same
cuvier,cuvier,cuvier,er,Same
cycles,cycl,cycl,es,Same
cylinder,cylind,cylinder,er,Different
cylindrical,cylindr,cylindric,al,Different
cymbal,cymbal,cymbal,al,Same
cymindis,cymindi,cymindis,is,Different
cynic,cynic,cyn,ic,Different
cynical,cynic,cynic,al,Same
